"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2009","2009",28.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2010","2010",28.5,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2011","2011",29.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2012","2012",29.53,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2013","2013",29.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2014","2014",30.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2015","2015",30.58,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2016","2016",31.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2017","2017",32.37,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","CZE","Czech Republic","2018","2018",32.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2000","2000",89.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2001","2001",90.88,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2002","2002",91.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2003","2003",91.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2004","2004",91.22,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2005","2005",91.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2006","2006",92.69,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2007","2007",92.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2008","2008",92.11,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2009","2009",94.15,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2010","2010",94.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2011","2011",92.09,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2012","2012",90.67,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2013","2013",91.01,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2014","2014",90.02,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2015","2015",89.03,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2016","2016",88.34,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2017","2017",88.64,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DNK","Denmark","2018","2018",89.58,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2000","2000",58.71,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2001","2001",60.52,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2002","2002",61.72,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2003","2003",62.32,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2004","2004",63.12,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2005","2005",64.16,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2006","2006",65.04,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2007","2007",65.89,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2008","2008",67.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2009","2009",68.97,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2010","2010",69.36,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2011","2011",70.89,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2012","2012",72.48,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2013","2013",72.79,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2014","2014",72.73,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2015","2015",73.44,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2016","2016",74.21,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2017","2017",75.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FIN","Finland","2018","2018",77.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2000","2000",50.33,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2001","2001",49.87,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2002","2002",49.93,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2003","2003",50.08,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2004","2004",50.89,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2005","2005",51.89,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2006","2006",52.86,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2007","2007",53.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2008","2008",54.25,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2009","2009",55.27,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2010","2010",55.91,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2011","2011",56.67,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2012","2012",57.02,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2013","2013",57.43,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2014","2014",57.83,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2015","2015",58.14,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2016","2016",58.3,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","FRA","France","2017","2017",58.34,"P","Provisional value"
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2000","2000",50.31,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2001","2001",50.35,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2002","2002",51.74,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2003","2003",52.29,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2004","2004",53.19,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2005","2005",53.94,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2006","2006",54.23,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2007","2007",54.92,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2008","2008",56.18,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2009","2009",58.06,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2010","2010",59.61,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2011","2011",61.85,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2012","2012",63.24,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2013","2013",64.38,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2014","2014",65.66,,
"GEHETHSM","Total health and social employment","DENSPPNB","Density per 1 000 population (head counts)","DEU","Germany","2015","2015",67.24,,
